Unnamed: 0.1,Unnamed: 0,course_code,course_name,units,description,requirements,faculty,outcomes,prerequisites,corequisites,exclusions,recommended,department_name,year,department_code,instructor
1699,30,MUSC 209,Critical Issues in Contemporary Popular Music,3.0,"An introduction to the relationship between popular music (local and global) and contemporary political and social issues. Through critical, interdisciplinary readings, we will explore the role of music in various contexts, including gender, race, poverty, climate change, war and conflict, activism, displacement, ableism, and consumerism. Students will strengthen their critical listening, reading, research and writing skills.",Prerequisite MUSC 103/3.0.,Faculty of Arts and Science,,MUSC 103/3.0.,,,,Music,2.0,MUSC,
1700,31,MUSC 210,Western Art Music: Crusades to Colonialism,3.0,"An examination of the styles, genres, composers, and contexts of Western art music between ca. 1000 and 1800 CE. Exploring the historical and historiographical trajectory of Western music in global and colonial context, we will continue to build skills to critically analyze musical works and connect their production with social and cultural contexts.",Prerequisite (MUSC 103/3.0 or MUTH 110/3.0) and (MUSC 104/3.0 or MUSC 105/3.0 or MUSC 191/6.0 or MUSC 192/3.0).,Faculty of Arts and Science,,(MUSC 103/3.0 or MUTH 110/3.0) and (MUSC 104/3.0 or MUSC 105/3.0 or MUSC 191/6.0 or MUSC 192/3.0).,,,,Music,2.0,MUSC,
1701,32,MUSC 211,Western Art Music: Industrialization to the Internet,3.0,"Students will study the styles and meanings of Western art music from the Romantic period to that of the 21st Century. In addition to understanding this music's beauty and power, we will also examine the ways that narratives of Western art music from this period are imbricated with racism, sexism, ableism, and classism.",Prerequisite (MUSC 103/3.0 or MUTH 111/3.0) and (MUSC 104/3.0 or MUSC 105/3.0 or MUSC 191/6.0 or MUSC 192/3.0). Exclusion MUSC 102/3.0.,Faculty of Arts and Science,,(MUSC 103/3.0 or MUTH 111/3.0) and (MUSC 104/3.0 or MUSC 105/3.0 or MUSC 191/6.0 or MUSC 192/3.0).,,MUSC 102/3.0.,,Music,2.0,MUSC,
1702,33,MUSC 212,Medium Ensemble,1.5,"Mid-size ensemble experience for qualified performers. Topics vary. Course includes weekly rehearsals of a wider variety of repertoire, and a minimum of one concert per term for all students. Credit attained only with regular attendance, active participation, and ample preparation.
NOTE Students will be registered into the course number that matches their current level of study (i.e., if a student is in third year they will be registered in MUSC 312).",Prerequisite Permission of the School upon audition.,Faculty of Arts and Science,,Permission of the School upon audition.,,,,Music,2.0,MUSC,
1703,34,MUSC 215,Large Ensemble,1.5,"Large ensemble for qualified instrumentalists and singers. Topics vary. Course includes weekly rehearsals of a wide variety of repertoire, and a minimum of one concert per term, for all students. Credit attained only with regular attendance, active participation, and ample preparation.
NOTE Students will be registered into the course number that matches their current level of study (i.e., if a student is in third year they will be registered in MUSC 315).",Prerequisite Permission of the School upon audition.,Faculty of Arts and Science,,Permission of the School upon audition.,,,,Music,2.0,MUSC,
1704,35,MUSC 218,Applied Music 2A,3.0,"Regular instrumental or vocal instruction with an emphasis on individualized study. Students may enter into this course from a variety of backgrounds, paths, and programs.
NOTE Please contact the DAN School for information about the audition requirements.
NOTE In addition to the regular tuition fee, students are charged an additional fee for private music lessons: estimated cost $800.",Prerequisite (MUSC 119/3.0 or MUSC 124/6.0) and permission of the School. Exclusion MUSC 220/6.0; MUSC 221/6.0; MUSC 222/3.0; MUSC 223/3.0; MUSC 225/6.0.,Faculty of Arts and Science,,(MUSC 119/3.0 or MUSC 124/6.0) and permission of the School.,,MUSC 220/6.0; MUSC 221/6.0; MUSC 222/3.0; MUSC 223/3.0; MUSC 225/6.0.,,Music,2.0,MUSC,
1705,36,MUSC 219,Applied Music 2B,3.0,"Regular instrumental or vocal instruction with an emphasis on individualized study. Students may enter into this course from a variety of backgrounds, paths, and programs.
NOTE Please contact the DAN School for information about the audition requirements.
NOTE In addition to the regular tuition fee, students are charged an additional fee for private music lessons: estimated cost $800.",Prerequisite MUSC 218/3.0 and permission of the School. Exclusion MUSC 220/6.0; MUSC 221/6.0; MUSC 222/3.0; MUSC 223/3.0; MUSC 225/6.0.,Faculty of Arts and Science,,MUSC 218/3.0 and permission of the School.,,MUSC 220/6.0; MUSC 221/6.0; MUSC 222/3.0; MUSC 223/3.0; MUSC 225/6.0.,,Music,2.0,MUSC,
1706,37,MUSC 220,Applied Study II (Advanced Performance),6.0,"Continuation of MUSC 120.
NOTE BMUS students who receive a recommendation from their area coordinators and jury panel and a minimum grade of an A- in the jury examination component of MUSC 121 may apply to audition for this course. Auditions take place in early September and successful students are then registered in MUSC 220 and MUSC 225 by the DAN School. An audition does not guarantee acceptance into this course. All decisions are final.
NOTE Students are required to attend twelve concerts per year (six per semester): estimated cost $60-$100. This can include free concerts.",Prerequisite A minimum grade of a B in MUSC 120 and MUSC 125. Corequisite MUSC 225. Exclusion MUSC 221; MUSC 224.,Faculty of Arts and Science,,A minimum grade of a B in MUSC 120 and MUSC 125.,MUSC 225.,MUSC 221; MUSC 224.,,Music,2.0,MUSC,
1707,38,MUSC 221,Applied Study II,6.0,"Continuation of MUSC 121.
NOTE Students are required to attend twelve concerts per year (six per semester): estimated cost $60-$100. This can include free concerts.",Prerequisite MUSC 121/6.0 and permission of the School. Contact the DAN School for more information. Exclusion MUSC 220/6.0; MUSC 224/6.0; MUSC 225/6.0.,Faculty of Arts and Science,,MUSC 121/6.0 and permission of the School. Contact the DAN School for more information.,,MUSC 220/6.0; MUSC 224/6.0; MUSC 225/6.0.,,Music,2.0,MUSC,Sarah Moon
1708,39,MUSC 222,Applied Music - Alternate Study 2A,3.0,"Continuation of MUSC 123. Regular lessons in musical performance with a focus on a customized plan of study, in either small-group or individual instruction. Students may enter into this course from a variety of paths such as musical traditions outside the classical canon (including but not limited to popular music, jazz, or folk and global musics), improvisation studies, or instrumental doubling.
NOTE Please contact the Dan School if you plan to change your MUSC 122/MUSC 123 instrument/voice, or performance genre. Changes cannot be guaranteed.
NOTE Students are required to attend twelve concerts per year (six per semester): estimated cost $60-$100. This can include free concerts.",Prerequisite Permission of the School. Contact the DAN School for more information.,Faculty of Arts and Science,,Permission of the School. Contact the DAN School for more information.,,,,Music,2.0,MUSC,
1709,40,MUSC 223,Applied Music - Alternate Study 2B,3.0,"Continuation of MUSC 222. Regular lessons in musical performance with a focus on a customized plan of study, in either small-group or individual instruction. Students may enter into this course from a variety of paths such as musical traditions outside the classical canon (including but not limited to popular music, jazz, or folk and global musics), improvisation studies, or instrumental doubling.
NOTE Please contact the Dan School if you plan to change your MUSC 122/MUSC 123 instrument/voice, or performance genre. Changes cannot be guaranteed.
NOTE Students are required to attend twelve concerts per year (six per semester): estimated cost $60-$100. This can include free concerts.",Prerequisite Permission of the School. Contact the DAN School for more information.,Faculty of Arts and Science,,Permission of the School. Contact the DAN School for more information.,,,,Music,2.0,MUSC,
1710,41,MUSC 224,Applied Music II,6.0,"Continuation of MUSC 124.
NOTE In addition to the regular tuition fee, students are charged an additional fee for private music lessons: estimated cost $1,600.",Prerequisite MUSC 124. Exclusion MUSC 220; MUSC 221; MUSC 225. Note This course is not available to students registered in the MUSC Specialization or MUTH Plan.,Faculty of Arts and Science,,MUSC 124.,,MUSC 220; MUSC 221; MUSC 225. Note This course is not available to students registered in the MUSC Specialization or MUTH Plan.,,Music,2.0,MUSC,
1711,42,MUSC 225,Applied Study II (Advanced Performance Recital),6.0,Students will perform in a public recital in accordance with guidelines established by the DAN School.,Prerequisite A minimum grade of a B in MUSC 120 and MUSC 125. Corequisite MUSC 220. Exclusion MUSC 221; MUSC 224.,Faculty of Arts and Science,,A minimum grade of a B in MUSC 120 and MUSC 125.,MUSC 220.,MUSC 221; MUSC 224.,,Music,2.0,MUSC,
1712,43,MUSC 227,Ear Training and Sight Singing II,3.0,A continuation of MUSC 127/3.0.,Prerequisite MUSC 127/3.0.,Faculty of Arts and Science,,MUSC 127/3.0.,,,,Music,2.0,MUSC,
1713,44,MUSC 229,Keyboard Lab,3.0,"A comprehensive keyboard musicianship course in a laboratory format specifically designed for keyboard majors and others receiving advanced placement. Course content will include practical instrument-specific activities for pianists.
NOTE Course content will support and coordinate with the traditional diatonic harmonic material covered in MUSC 192/193 but will also include other styles. Successful completion of the course will require a working fluency at the keyboard in sight-reading, melodic and harmonic analysis as well as transcription. Activities will include harmonization, transposition and improvisation.",Prerequisite MUSC 129/3.0 or permission of the School. Recommended MUSC 292/3.0 and MUSC 293/3.0.,Faculty of Arts and Science,,MUSC 129/3.0 or permission of the School.,,,MUSC 292/3.0 and MUSC 293/3.0.,Music,2.0,MUSC,
1714,45,MUSC 240,Music of Video Games,3.0,"An examination of the music of video games, focusing on sociological perspectives of gameplay. Content will include game history, theories of play, immersion and interactivity, interactions with social media and other online communities, and related interdisciplinary topics such as trope, intertextuality, and narrative.",Prerequisite Level 2 or above or registration in the MUTH Plan. Exclusion MUSC 245/3.0 (Topic Title: Music and Video Games - Winter 2020).,Faculty of Arts and Science,,Level 2 or above or registration in the MUTH Plan.,,MUSC 245/3.0 (Topic Title: Music and Video Games - Winter 2020).,,Music,2.0,MUSC,
1715,46,MUSC 241,Scandals that Rocked the Classical Music World,3.0,"From the Renaissance to the present, the course will explore the scandalous affairs, gruesome tales, and secret personal lives of some of history's most beloved ""aristocratic"" classical composers and musicians, connecting them to historical and political circumstances and seeing their impact on the music we cherish today.","Prerequisite (MUSC 103/3.0 or MUTH 110/3.0 or MUTH 111/3.0) or permission of the School. Exclusion MUSC 245/3.0 (Topic Title: Scandals that Rocked the Musical World - Winter 2019, Winter 2021).",Faculty of Arts and Science,,(MUSC 103/3.0 or MUTH 110/3.0 or MUTH 111/3.0) or permission of the School.,,"MUSC 245/3.0 (Topic Title: Scandals that Rocked the Musical World - Winter 2019, Winter 2021).",,Music,2.0,MUSC,
1716,47,MUSC 245,Topics in Music and Cultures,3.0,"An exploration of a specific topic or skillset in (ethno)musicology, music and society, and/or music creation.",Prerequisite Level 2 or above or registration in the MUTH Plan.,Faculty of Arts and Science,,Level 2 or above or registration in the MUTH Plan.,,,,Music,2.0,MUSC,
1717,48,MUSC 247,Music Practicum,1.5,"A credit/non-credit practicum for 48 hours of extra-curricular work in music related fields, including School productions.
NOTE Students will be given a grade of Pass/Fail for work done.","Prerequisite Level 2 or above and registration in a COCA, DRAM, MUSC, MUTH, or MAPP Plan. Exclusion DRAM 247/1.5; MUTH 247/1.5.",Faculty of Arts and Science,,"Level 2 or above and registration in a COCA, DRAM, MUSC, MUTH, or MAPP Plan.",,DRAM 247/1.5; MUTH 247/1.5.,,Music,2.0,MUSC,
1718,49,MUSC 253,Introduction to Jazz Improvisation,3.0,"An introduction to the skills required to improvise in the jazz style. Students will develop their ability to improvise by analysing, listening and performing repertoire from the Swing and Bebop eras.",Prerequisite (Level 2 or above and registration in a MUSC Specialization or MUTH Plan) or permission of the School.,Faculty of Arts and Science,,(Level 2 or above and registration in a MUSC Specialization or MUTH Plan) or permission of the School.,,,,Music,2.0,MUSC,
1719,50,MUSC 254,Composition in the Sonic Arts Studio,3.0,"Students will explore principles of ethical field recording, analog synthesis, physical tape recording and editing, and multi-track recording and spatialized surround mixing, through exploration of work by composers and sound artists from the early 20th century to present.",Prerequisite None. Recommended Experience with digital audio is encouraged but not a prerequisite. Exclusion MUSC 255/6.0*.,Faculty of Arts and Science,,None.,,MUSC 255/6.0*.,Experience with digital audio is encouraged but not a prerequisite.,Music,2.0,MUSC,
1720,51,MUSC 256,Developing Sound Practices in the Sonic Arts Studio,3.0,"Through workshopping of historical compositions in sound art and electronic music, hands-on experience provides insight into essential techniques and concepts. Students work with multi-channel mixing stations and a wealth of resources in the Sonic Arts Studio to create pieces for both pre-composed playback and live performance, and hybrids of both approaches. It is expected that students will already have working knowledge of a DAW, and understanding of basic principles of audio recording, editing and mixing.",Prerequisite MUSC 156/3.0 or MUSC 254/3.0 or permission of the School. Exclusion MUSC 255/6.0*.,Faculty of Arts and Science,,MUSC 156/3.0 or MUSC 254/3.0 or permission of the School.,,MUSC 255/6.0*.,,Music,2.0,MUSC,
1721,52,MUSC 257,Theory of Digital Recording,3.0,"Fundamental theoretical principles of digital recording. Students will gain an understanding of the rudiments of the math behind the representation of sound in a digital format, how computers handle audio including concepts such as bits, bit depths, sampling rates, quantization, MP3 and other compression codecs, dither, resolution, and analog to digital/digital to analog converters.",Prerequisite MUSC 156/3.0 and 3.0 units from (MUSC 128/3.0; MUSC 157/3.0; MUSC 158/3.0).,Faculty of Arts and Science,,MUSC 156/3.0 and 3.0 units from (MUSC 128/3.0; MUSC 157/3.0; MUSC 158/3.0).,,,,Music,2.0,MUSC,
1722,53,MUSC 258,Musical Acoustics,3.0,"Practical aspects of the physics of musical instruments, architectural acoustics, physiology of the ear and of the voice, tuning and temperament, psychoacoustics, and analog and digital technologies for recording and synthesis.",Prerequisite Level 2 or above.,Faculty of Arts and Science,,Level 2 or above.,,,,Music,2.0,MUSC,
1723,54,MUSC 270,Conducting Techniques,3.0,"An introduction to basic principles of choral and instrumental conducting including baton and rehearsal techniques.
NOTE Rental of instruments may be required.",Prerequisite None. Corequisite (MUSC 180 or MUSC 181 or MUSC 183 or MUSC 185 or MUSC 187 or MUSC 280 or MUSC 281 or MUSC 283 or MUSC 285 or MUSC 287).,Faculty of Arts and Science,,None.,(MUSC 180 or MUSC 181 or MUSC 183 or MUSC 185 or MUSC 187 or MUSC 280 or MUSC 281 or MUSC 283 or MUSC 285 or MUSC 287).,,,Music,2.0,MUSC,
1724,55,MUSC 271,Introduction to Hip Hop,3.0,"This course explores the emergence of hip hop as a musical and cultural phenomenon. We will examine the history of hip hop from the mid-eighties to the present, considering its aesthetic and political impact on North American culture.",Prerequisite Level 2 or above or registration in the MUTH Plan. Exclusion MUSC 245/3.0 (Topic Title: Introduction to Hip Hop - Winter 2021).,Faculty of Arts and Science,,Level 2 or above or registration in the MUTH Plan.,,MUSC 245/3.0 (Topic Title: Introduction to Hip Hop - Winter 2021).,,Music,2.0,MUSC,
1725,56,MUSC 273,An Introduction to Music Education,3.0,"An introduction to the historical, psychological, sociological, and philosophical foundations of music education in North America.",Prerequisite Level 2 or above and 3.0 units of MUSC.,Faculty of Arts and Science,,Level 2 or above and 3.0 units of MUSC.,,,,Music,2.0,MUSC,
1726,57,MUSC 280,Vocal Techniques and Methods,3.0,"Study of the principles of the musical voice. Topics include vocal care and development, singing techniques, diction and score study. The selection of age-, ability-, and culturally appropriate repertoire and activities will also be examined.
NOTE Enrolment is limited to students in a MUSC or MUTH Plan. Some experience with reading music notation is recommended for students enrolling in this course.",Prerequisite None. Exclusion MUSC 180.,Faculty of Arts and Science,,None.,,MUSC 180.,,Music,2.0,MUSC,
1727,58,MUSC 281,Woodwind Techniques and Methods,3.0,"Study of the principles of playing Woodwind Instruments through the performance of select instruments and examination of salient repertoire and pedagogical resources used to support beginner and intermediate students. Topics include handling and posture, playing techniques, ranges, fingerings, transpositions, maintenance and care.
NOTE Students will need to access their own instrument(s) and rental options will be made available on the first day of class if needed. Instrument Rental: estimated cost $60 - $100.",Prerequisite (Registration in a MUSC or MUTH plan) or (MUSC 104 or MUSC 105) or permission of the School. Exclusion MUSC 181.,Faculty of Arts and Science,,(Registration in a MUSC or MUTH plan) or (MUSC 104 or MUSC 105) or permission of the School.,,MUSC 181.,,Music,2.0,MUSC,
1728,59,MUSC 282,Exploring Global Music in the Classroom,3.0,"Group instruction in performing and teaching a selected World Music. Students will learn ways to introduce this music within an age-, ability-, and culturally-appropriate context to teaching.
NOTE This course is repeatable for credit under different topic titles.",Prerequisite Level 2 or above or registration in the MUTH Plan. Equivalency MUSC 189.,Faculty of Arts and Science,,Level 2 or above or registration in the MUTH Plan. Equivalency MUSC 189.,,,,Music,2.0,MUSC,
1729,60,MUSC 283,Brass Techniques and Methods,3.0,"Study of the principles of playing brass instruments through the performance of select instruments and examination of salient repertoire and pedagogical resources used to support beginner and intermediate students. Topics include handling and posture, playing techniques, ranges, fingerings, transpositions, maintenance and care.
NOTE Students will need to access their own instrument(s) and rental options will be made available on the first day of class if needed. Instrument Rental: estimated cost $60 - $100.",Prerequisite (Registration in a MUSC or MUTH plan) or (MUSC 104 or MUSC 105) or permission of the School. Equivalency MUSC 183.,Faculty of Arts and Science,,(Registration in a MUSC or MUTH plan) or (MUSC 104 or MUSC 105) or permission of the School. Equivalency MUSC 183.,,,,Music,2.0,MUSC,
1730,61,MUSC 284,Keyboard Techniques and Methods,3.0,"This course introduces basic keyboard techniques and methods. The course covers basic keyboard technique, score and lead sheet reading skills, realization and harmonization of elementary figured bass, melody harmonization, transcription, and improvisation. There will be some emphasis on teaching keyboard to others.",Prerequisite MUSC 104/3.0 or permission of the School.,Faculty of Arts and Science,,MUSC 104/3.0 or permission of the School.,,,,Music,2.0,MUSC,
1731,62,MUSC 285,String Techniques and Methods,3.0,"Study of the principles of orchestral stringed instruments through the performance of select instruments and examination of salient repertoire and pedagogical resources. Fundamental playing techniques will be emphasized including posture and handling, fingerings, bowings, tuning, and maintenance.
NOTE Students will need to access their own instrument(s) and rental options will be made available on the first day of class if needed. Instrument Rental: estimated cost $60 - $100.",Prerequisite (Registration in a MUSC or MUTH plan) or (MUSC 104 or MUSC 105) or permission of the School. Exclusion MUSC 185.,Faculty of Arts and Science,,(Registration in a MUSC or MUTH plan) or (MUSC 104 or MUSC 105) or permission of the School.,,MUSC 185.,,Music,2.0,MUSC,
1732,63,MUSC 287,Percussion Techniques and Methods,3.0,"Study of the principles of playing percussion instruments through performance of select instruments, and examination of salient repertoire and pedagogical resources. Students will also develop proficiency reading salient percussion notation and examine appropriate resources and activities for learning these instruments in a group setting.",Prerequisite (Registration in a MUSC or MUTH Plan) or (MUSC 104/3.0 or MUSC 105/3.0) or permission of the School. Equivalency MUSC 187/3.0*.,Faculty of Arts and Science,,(Registration in a MUSC or MUTH Plan) or (MUSC 104/3.0 or MUSC 105/3.0) or permission of the School. Equivalency MUSC 187/3.0*.,,,,Music,2.0,MUSC,
1733,64,MUSC 288,Guitar Techniques and Methods,3.0,"Study of the principles of playing guitar through performance, and examination of salient repertoire and pedagogical resources. Topics include playing and accompaniment techniques, range, fingerings, handling, care and maintenance. Students will examine how guitar playing techniques can be transferred to ukelele and salient repertoire for teaching.
NOTE Student must provide their own instruments.",Prerequisite (Registration in a MUSC or MUTH Plan) or (MUSC 104 or MUSC 105) or permission of the School. Equivalency MUSC 188.,Faculty of Arts and Science,,(Registration in a MUSC or MUTH Plan) or (MUSC 104 or MUSC 105) or permission of the School. Equivalency MUSC 188.,,,,Music,2.0,MUSC,
1734,65,MUSC 289,Global Musics,3.0,"An introduction to the study of music in culture, based on world music traditions. The course focuses on a selection of Native North American, African, European, Eastern and Middle Eastern, as well as other musical contexts.
NOTE Also offered online, consult Arts and Science Online (Learning Hours may vary).",Prerequisite None.,Faculty of Arts and Science,,None.,,,,Music,2.0,MUSC,
1735,66,MUSC 290,Structures of Music Theatre,3.0,"An introduction to the building blocks of music theatre, including music, book/libretto, staging, choreography, and voice. Drawing on examples from opera, operetta, musical theatre, cabaret, avant-garde, and vaudeville, and engaging in multi-media and live documents, students will delve deeply into questions about how music theatre works.
NOTE Transportation/Live Performance: estimated cost $100.
NOTE This course is also listed/offered as DRAM 290/3.0.",Prerequisite None. Exclusion DRAM 290/3.0. Equivalency MUTH 250/3.0*.,Faculty of Arts and Science,,None.,,DRAM 290/3.0. Equivalency MUTH 250/3.0*.,,Music,2.0,MUSC,
1736,67,MUSC 292,Theory and Analysis IIA,3.0,"Tonal and chromatic voice-leading and harmony, phrase structure, bipartite, tripartite, and composite formal structures, through part-writing and analysis.",Prerequisite (A minimum grade of C- in [MUSC 191/6.0 or MUSC 193/3.0]) or permission of the School. Exclusion Maximum of 6.0 units from: MUSC 291/6.0*; MUSC 292/3.0; MUSC 293/3.0.,Faculty of Arts and Science,,(A minimum grade of C- in [MUSC 191/6.0 or MUSC 193/3.0]) or permission of the School.,,Maximum of 6.0 units from: MUSC 291/6.0*; MUSC 292/3.0; MUSC 293/3.0.,,Music,2.0,MUSC,
1737,68,MUSC 293,Theory and Analysis IIB,3.0,"Chromatic voice-leading and harmony, large-scale and expanded formal structures, including sonata, rondo, and expanded 19th-century forms, through part-writing and analysis.",Prerequisite MUSC 292. Exclusion A maximum of 6.0 units from MUSC 291; MUSC 292; MUSC 293.,Faculty of Arts and Science,,MUSC 292.,,A maximum of 6.0 units from MUSC 291; MUSC 292; MUSC 293.,,Music,2.0,MUSC,
1738,69,MUSC 294,Dance for Music Theatre,3.0,"A continuation of dance, movement and performance techniques developed in previous instruction. This course will include the study of the creation of choreography for ensemble members. Students will learn to choreograph a musical theatre piece with a proper historical context, technique, and relationship to appropriate text.
NOTE Students with previous intermediate private dance experience, including through Queen's clubs, are encouraged to request permission to enrol.
NOTE This course is also listed/offered as DRAM 294/3.0.",Prerequisite (Registration in the MUTH Plan) or permission of the School. Exclusion DRAM 294/3.0. Equivalency MUTH 211/3.0*.,Faculty of Arts and Science,,(Registration in the MUTH Plan) or permission of the School.,,DRAM 294/3.0. Equivalency MUTH 211/3.0*.,,Music,2.0,MUSC,
1739,70,MUSC 296,Sex and Violence in Performance,3.0,"This course is structured around a series of case studies of particular moments in the history of the representation of sex and violence in dramatic and musical performances.
NOTE Only offered online. Consult Arts and Science Online.
NOTE This course is also listed/offered as DRAM 296/3.0.",Prerequisite (Level 2 or above) or (registration in the MUTH Plan). Exclusion DRAM 296/3.0. Equivalency MUTH 201/3.0*.,Faculty of Arts and Science,,(Level 2 or above) or (registration in the MUTH Plan).,,DRAM 296/3.0. Equivalency MUTH 201/3.0*.,,Music,2.0,MUSC,
1740,71,MUSC 300,Small Ensemble,1.5,"Chamber music , collaborative piano, or small ensemble experience for qualified Instrumentalist and singers. Topics vary. Course includes weekly coachings and a minimum of one evaluation concert per term for all students. Credit attained only with regular attendance, active participation, and ample preparation.
NOTE Students will be registered into the course number that matches their current level of study (i.e., if a student is in third year they will be registered in MUSC 300).
NOTE Collaborative Piano is strongly recommended for all piano and organ majors in the BMUS program.
LEARNING HOURS VARY.",Prerequisite Permission of the School.,Faculty of Arts and Science,,Permission of the School.,,,,Music,3.0,MUSC,Kornel  Wolak
1741,72,MUSC 303,Critical Issues in Music,3.0,"A critical examination of musics and their roles across societies, including the ways music and performance practices illuminate or challenge pressing issues in our world such as gender, race, class, ability, community, or nature. Students will deepen critical listening, research, and writing skills.
NOTE Transportation/Live Performance: estimated cost $100.",Prerequisite Level 3 or above and 3.0 units from (MUSC 103/3.0; MUTH 110/3.0; MUTH 111/3.0).,Faculty of Arts and Science,,Level 3 or above and 3.0 units from (MUSC 103/3.0; MUTH 110/3.0; MUTH 111/3.0).,,,,Music,3.0,MUSC,Colleen Renihan
1742,73,MUSC 312,Medium Ensemble,1.5,"Mid-size ensemble experience for qualified performers. Topics vary. Course includes weekly rehearsals of a wider variety of repertoire, and a minimum of one concert per term for all students. Credit attained only with regular attendance, active participation, and ample preparation.
NOTE Students will be registered into the course number that matches their current level of study (i.e., if a student is in third year they will be registered in MUSC 312).",Prerequisite Permission of the School upon audition.,Faculty of Arts and Science,,Permission of the School upon audition.,,,,Music,3.0,MUSC,
1743,74,MUSC 315,Large Ensemble,1.5,"Large ensemble for qualified instrumentalists and singers. Topics vary. Course includes weekly rehearsals of a wide variety of repertoire, and a minimum of one concert per term, for all students. Credit attained only with regular attendance, active participation, and ample preparation.
NOTE Students will be registered into the course number that matches their current level of study (i.e., if a student is in third year they will be registered in MUSC 315).",Prerequisite Permission of the School upon audition.,Faculty of Arts and Science,,Permission of the School upon audition.,,,,Music,3.0,MUSC,
1744,75,MUSC 318,Applied Music 3A,3.0,"Regular instrumental or vocal instruction with an emphasis on individualized study. Students may enter into this course from a variety of backgrounds, paths, and programs.
NOTE Please contact the DAN School for information about the audition requirements.
NOTE In addition to the regular tuition fee, students are charged an additional fee for private music lessons: estimated cost $800.",Prerequisite (MUSC 219/3.0 or MUSC 224/6.0) and permission of the School. Exclusion MUSC 320/6.0; MUSC 321/6.0; MUSC 322/3.0; MUSC 323/3.0; MUSC 325/6.0.,Faculty of Arts and Science,,(MUSC 219/3.0 or MUSC 224/6.0) and permission of the School.,,MUSC 320/6.0; MUSC 321/6.0; MUSC 322/3.0; MUSC 323/3.0; MUSC 325/6.0.,,Music,3.0,MUSC,Ms. Dianne Baird
1745,76,MUSC 319,Applied Music 3B,3.0,"Regular instrumental or vocal instruction with an emphasis on individualized study. Students may enter into this course from a variety of backgrounds, paths, and programs.
NOTE Please contact the DAN School for information about the audition requirements.
NOTE In addition to the regular tuition fee, students are charged an additional fee for private music lessons: estimated cost $800.",Prerequisite MUSC 318/3.0 and permission of the School. Exclusion MUSC 320/6.0; MUSC 321/6.0; MUSC 322/3.0; MUSC 323/3.0; MUSC 325/6.0.,Faculty of Arts and Science,,MUSC 318/3.0 and permission of the School.,,MUSC 320/6.0; MUSC 321/6.0; MUSC 322/3.0; MUSC 323/3.0; MUSC 325/6.0.,,Music,3.0,MUSC,
1746,77,MUSC 320,Applied Study III (Advanced Performance),6.0,"Continuation of MUSC 220.
NOTE BMUS students who receive a recommendation from their area coordinators and jury panel and a minimum grade of A- in the jury examination component of MUSC 221 may apply to audition for this course. Auditions take place in early September and successful students are then registered in MUSC 320 and MUSC 325 by the DAN School. An audition does not guarantee acceptance into this course. All decisions are final.
NOTE Students are required to attend twelve concerts per year (six per semester): estimated cost $60-$100. This can include free concerts.",Prerequisite A minimum grade of a B in MUSC 220 and MUSC 225. Corequisite MUSC 325. Exclusion MUSC 321; MUSC 324.,Faculty of Arts and Science,,A minimum grade of a B in MUSC 220 and MUSC 225.,MUSC 325.,MUSC 321; MUSC 324.,,Music,3.0,MUSC,
1747,78,MUSC 321,Applied Study III,6.0,"Continuation of MUSC 221 at an advanced level.
NOTE Students are required to attend twelve concerts per year (six per semester): estimated cost $60-$100. This can include free concerts.",Prerequisite (A minimum grade of B- in [MUSC 220/6.0 or MUSC 221/6.0] and permission of the School). Contact the DAN School for more information. Exclusion MUSC 318/3.0; MUSC 319/3.0; MUSC 320/6.0; MUSC 324/6.0; MUSC 325/6.0.,Faculty of Arts and Science,,(A minimum grade of B- in [MUSC 220/6.0 or MUSC 221/6.0] and permission of the School). Contact the DAN School for more information.,,MUSC 318/3.0; MUSC 319/3.0; MUSC 320/6.0; MUSC 324/6.0; MUSC 325/6.0.,,Music,3.0,MUSC,Jeffrey Leung
1748,79,MUSC 322,Applied Music - Alternate Study 3A,3.0,"Continuation of MUSC 223. Regular lessons in musical performance with a focus on a customized plan of study, in either small-group or individual instruction. Students may enter into this course from a variety of paths such as musical traditions outside the classical canon (including but not limited to popular music, jazz, or folk and global musics), improvisation studies, or instrumental doubling.
NOTE Please contact the Dan School if you plan to change your MUSC 222/MUSC 223 instrument/voice, or performance genre. Changes cannot be guaranteed.
NOTE Students are required to attend twelve concerts per year (six per semester): estimated cost $60-$100. This can include free concerts.",Prerequisite Permission of the School. Contact the DAN School for more information.,Faculty of Arts and Science,,Permission of the School. Contact the DAN School for more information.,,,,Music,3.0,MUSC,
1749,80,MUSC 323,Applied Music - Alternate Study 3B,3.0,"Continuation of MUSC 322. Regular lessons in musical performance with a focus on a customized plan of study, in either small-group or individual instruction. Students may enter into this course from a variety of paths such as musical traditions outside the classical canon (including but not limited to popular music, jazz, or folk and global musics), improvisation studies, or instrumental doubling.
NOTE Please contact the Dan School if you plan to change your MUSC 222/MUSC 223 instrument/voice, or performance genre. Changes cannot be guaranteed.
NOTE Students are required to attend twelve concerts per year (six per semester): estimated cost $60-$100. This can include free concerts.",Prerequisite Permission of the School. Contact the DAN School for more information.,Faculty of Arts and Science,,Permission of the School. Contact the DAN School for more information.,,,,Music,3.0,MUSC,
